id,dep_stn,arr_stn,ac_code,dep_date,arr_date,weather,hobbs_meter,year_man,dep_country,arr_country,delay
TU 0397 ,TUN,ABJ,TU 320IMS,2016-04-17 16:30:00,2016-04-17 21.50.00,stormy,8987,2003-02,Tunisia,Cote d'Ivoire,14.0
TU 0607 ,MAD,TUN,TU 31BIMQ,2016-04-17 17:25:00,2016-04-17 19.30.00,cloudy,7582,2003-02,Spain,Tunisia,33.0
TU 7401 ,TLS,DJE,TU 736IOR,2016-04-17 17:40:00,2016-04-17 19.55.00,windy,5040,2010-01,France,Tunisia,9.0
TU 0723 ,ORY,TUN,TU 32AIMD,2016-04-17 17:50:00,2016-04-17 20.15.00,sunny,4390,2004-08,France,Tunisia,21.0
TU 0724 ,TUN,ORY,TU 32AIML,2016-04-17 18:20:00,2016-04-17 20.40.00,sunny,6767,2010-01,Tunisia,France,15.0
TU 0526 ,TUN,DUS,TU 736IOK,2016-04-18 06:25:00,2016-04-18 09.10.00,rainy,6099,2003-02,Tunisia,Germany,6.0
TU 0711 ,TUN,CMN,TU 32AIMD,2016-04-18 07:00:00,2016-04-18 09.40.00,stormy,4390,2004-08,Tunisia,Morocco,10.0
TU 0789 ,BRU,TUN,TU 32AIMP,2016-04-18 11:00:00,2016-04-18 13.40.00,foggy,7307,2007-05,Belgium,Tunisia,5.0
TU 0929 ,MRS,TUN,TU 32AIML,2016-04-18 18:40:00,2016-04-18 20.15.00,foggy,6767,2010-01,France,Tunisia,19.0
TU 0913 ,TUN,MED,TU 332IFM,2016-04-18 19:40:00,2016-04-18 23.40.00,foggy,4076,2000-05,Tunisia,Saudi Arabia,10.0
TU 0714 ,JED,TUN,TU 332IFN,2016-04-19 00:30:00,2016-04-19 05.25.00,windy,6374,2009-04,Saudi Arabia,Tunisia,45.0
TU 0914 ,MED,TUN,TU 332IFM,2016-04-19 00:45:00,2016-04-19 05.25.00,foggy,4076,2000-05,Saudi Arabia,Tunisia,10.0
TU 0339 ,ALG,TUN,TU 320IMT,2016-04-19 09:50:00,2016-04-19 11.00.00,stormy,8941,2010-01,Algeria,Tunisia,8.0
TU 0635 ,ORY,TOE,TU 736IOQ,2016-04-19 11:10:00,2016-04-19 13.55.00,foggy,5882,2010-01,France,Tunisia,14.0
TU 0643 ,VIE,TUN,TU 32AIML,2016-04-19 11:20:00,2016-04-19 13.30.00,stormy,6767,2010-01,Austria,Tunisia,22.0
TU 0745 ,FRA,TUN,TU 320IMU,2016-04-19 12:25:00,2016-04-19 14.45.00,sunny,6117,2011-03,Germany,Tunisia,8.0
TU 0903 ,MRS,TUN,TU 32AIMN,2016-04-19 16:35:00,2016-04-19 18.10.00,stormy,7003,2007-05,France,Tunisia,7.0
TU 0930 ,TUN,MRS,TU 31BIMO,2016-04-20 06:25:00,2016-04-20 08.00.00,windy,9065,2004-08,Tunisia,France,38.0
TU 0712 ,CMN,TUN,TU 320IMS,2016-04-20 10:35:00,2016-04-20 13.00.00,rainy,8987,2003-02,Morocco,Tunisia,10.0
TU 0708 ,TUN,ORN,TU 736IOR,2016-04-20 13:25:00,2016-04-20 15.15.00,windy,5040,2010-01,Tunisia,Algeria,14.0
TU 0903 ,MRS,TUN,TU 32AIML,2016-04-20 13:50:00,2016-04-20 15.25.00,rainy,6767,2010-01,France,Tunisia,25.0
TU 0214 ,TUN,IST,TU 320IMV,2016-04-21 06:15:00,2016-04-21 08.50.00,windy,4301,2004-08,Tunisia,Turkey,18.0
TU 0215 ,IST,TUN,TU 320IMV,2016-04-21 10:15:00,2016-04-21 13.05.00,sunny,4301,2004-08,Turkey,Tunisia,10.0
TU 0753 ,FCO,TUN,TU 31BIMQ,2016-04-21 10:20:00,2016-04-21 11.35.00,cloudy,7582,2003-02,Italy,Tunisia,8.0
TU 0282 ,TUN,TLS,TU 32AIMN,2016-04-21 14:20:00,2016-04-21 16.15.00,rainy,7003,2007-05,Tunisia,France,20.0
TU 0251 ,NCE,MIR,TU 32AIML,2016-04-21 14:30:00,2016-04-21 16.15.00,foggy,6767,2010-01,France,Tunisia,15.0
TU 0397 ,TUN,OUA,TU 320IMU,2016-04-21 15:15:00,2016-04-21 19.35.00,sunny,6117,2011-03,Tunisia,Burkina Faso,19.0
TU 0628 ,TUN,BOD,TU 31BIMQ,2016-04-22 07:15:00,2016-04-22 09.25.00,windy,7582,2003-02,Tunisia,France,7.0
TU 0750 ,TUN,LYS,TU 31BIMO,2016-04-22 08:00:00,2016-04-22 09.50.00,foggy,9065,2004-08,Tunisia,France,13.0
TU 0718 ,TUN,ORY,TU 32AIMD,2016-04-22 09:20:00,2016-04-22 11.40.00,stormy,4390,2004-08,Tunisia,France,7.0
TU 0881 ,AMS,TUN,TU 736IOR,2016-04-22 09:30:00,2016-04-22 12.25.00,foggy,5040,2010-01,Netherlands,Tunisia,34.0
TU 0542 ,TUN,MUC,TU 31AIMJ,2016-04-22 12:50:00,2016-04-22 15.05.00,rainy,3329,2004-08,Tunisia,Germany,12.0
TU 0700 ,TUN,GVA,TU 320IMV,2016-04-22 13:25:00,2016-04-22 15.20.00,cloudy,4301,2004-08,Tunisia,Switzerland,9.0
TU 0374 ,TUN,ALG,TU 332IFM,2016-04-22 13:45:00,2016-04-22 15.05.00,stormy,4076,2000-05,Tunisia,Algeria,32.0
TU 0851 ,LYS,TUN,TU 320IMW,2016-04-22 16:00:00,2016-04-22 17.55.00,sunny,4086,2004-08,France,Tunisia,10.0
TU 0712 ,CMN,TUN,TU 320IMV,2016-04-23 10:35:00,2016-04-23 13.00.00,windy,4301,2004-08,Morocco,Tunisia,42.0
TU 0282 ,TUN,TLS,TU 736IOR,2016-04-23 12:05:00,2016-04-23 14.00.00,cloudy,5040,2010-01,Tunisia,France,22.0
TU 0850 ,TUN,LYS,TU 32AIMP,2016-04-23 13:20:00,2016-04-23 15.10.00,cloudy,7307,2007-05,Tunisia,France,20.0
TU 0701 ,TUN,DJE,TU 736IOK,2016-04-23 13:45:00,2016-04-23 14.40.00,sunny,6099,2003-02,Tunisia,Tunisia,26.0
TU 0283 ,TLS,TUN,TU 736IOR,2016-04-23 14:50:00,2016-04-23 16.45.00,cloudy,5040,2010-01,France,Tunisia,15.0
TU 0646 ,TUN,FRA,TU 32AIMN,2016-04-23 15:15:00,2016-04-23 17.50.00,windy,7003,2007-05,Tunisia,Germany,5.0
TU 0851 ,LYS,TUN,TU 32AIMP,2016-04-23 16:00:00,2016-04-23 17.55.00,cloudy,7307,2007-05,France,Tunisia,15.0
TU 0375 ,ALG,TUN,TU 320IMR,2016-04-23 16:05:00,2016-04-23 17.15.00,sunny,5351,2003-02,Algeria,Tunisia,15.0
TU 0485 ,ZRH,TUN,TU 31AIMK,2016-04-23 17:05:00,2016-04-23 19.10.00,cloudy,8748,2011-03,Switzerland,Tunisia,9.0
TU 0724 ,TUN,ORY,TU 320IMU,2016-04-23 18:20:00,2016-04-23 20.40.00,sunny,6117,2011-03,Tunisia,France,7.0
TU 0814 ,CAI,TUN,TU 31BIMO,2016-04-23 18:25:00,2016-04-23 21.40.00,rainy,9065,2004-08,Egypt,Tunisia,5.0
TU 6024 ,JED,DJE,TU 320IMS,2016-04-24 03:30:00,2016-04-24 08.15.00,windy,8987,2003-02,Saudi Arabia,Tunisia,30.0
TU 0788 ,TUN,BRU,TU 32AIML,2016-04-24 07:30:00,2016-04-24 10.05.00,cloudy,6767,2010-01,Tunisia,Belgium,9.0
TU 0717 ,ORY,TUN,TU 32AIMP,2016-04-24 10:15:00,2016-04-24 12.40.00,foggy,7307,2007-05,France,Tunisia,13.0
TU 0789 ,BRU,TUN,TU 32AIML,2016-04-24 11:00:00,2016-04-24 13.40.00,rainy,6767,2010-01,Belgium,Tunisia,28.0
TU 0902 ,TUN,MRS,TU 32AIMC,2016-04-24 11:25:00,2016-04-24 13.00.00,cloudy,6973,2003-02,Tunisia,France,8.0
TU 0700 ,TUN,GVA,TU 32AIMD,2016-04-24 13:25:00,2016-04-24 15.20.00,sunny,4390,2004-08,Tunisia,Switzerland,43.0
TU 0283 ,TLS,TUN,TU 736IOR,2016-04-24 16:05:00,2016-04-24 17.50.00,windy,5040,2010-01,France,Tunisia,45.0
TU 0607 ,MAD,TUN,TU 320IMU,2016-04-24 17:25:00,2016-04-24 19.30.00,foggy,6117,2011-03,Spain,Tunisia,30.0
TU 0217 ,IST,TUN,TU 32AIMP,2016-04-24 20:10:00,2016-04-24 22.55.00,foggy,7307,2007-05,Turkey,Tunisia,15.0
TU 0997 ,NCE,TUN,TU 32AIMD,2016-04-25 10:15:00,2016-04-25 11.45.00,foggy,4390,2004-08,France,Tunisia,20.0
TU 0751 ,LYS,TUN,TU 320IMT,2016-04-25 10:40:00,2016-04-25 12.35.00,windy,8941,2010-01,France,Tunisia,45.0
TU 0708 ,TUN,ORN,TU 320IMW,2016-04-25 13:25:00,2016-04-25 15.10.00,rainy,4086,2004-08,Tunisia,Algeria,24.0
TU 0903 ,MRS,TUN,TU 32AIMC,2016-04-25 13:50:00,2016-04-25 15.25.00,cloudy,6973,2003-02,France,Tunisia,5.0
TU 0555 ,SXB,TUN,TU 736IOK,2016-04-25 16:45:00,2016-04-25 19.00.00,rainy,6099,2003-02,France,Tunisia,32.0
TU 0431 ,LYS,DJE,TU 31AIMK,2016-04-25 16:50:00,2016-04-25 19.10.00,foggy,8748,2011-03,France,Tunisia,8.0
TU 0723 ,ORY,TUN,TU 320IMT,2016-04-25 17:50:00,2016-04-25 20.15.00,stormy,8941,2010-01,France,Tunisia,6.0
TU 0744 ,TUN,FRA,TU 31BIMO,2016-04-26 08:55:00,2016-04-26 11.25.00,sunny,9065,2004-08,Tunisia,Germany,6.0
TU 0722 ,TUN,ORY,TU 32AIMI,2016-04-26 13:55:00,2016-04-26 16.20.00,rainy,4533,2009-04,Tunisia,France,15.0
TU 0216 ,TUN,IST,TU 32AIML,2016-04-26 15:55:00,2016-04-26 18.30.00,rainy,6767,2010-01,Tunisia,Turkey,11.0
TU 6056 ,JED,TUN,TU 320IMT,2016-04-27 01:15:00,2016-04-27 06.15.00,cloudy,8941,2010-01,Saudi Arabia,Tunisia,30.0
TU 0283 ,TLS,TUN,TU 32AIMD,2016-04-27 09:35:00,2016-04-27 11.30.00,cloudy,4390,2004-08,France,Tunisia,24.0
TU 0717 ,ORY,TUN,TU 320IMU,2016-04-27 10:15:00,2016-04-27 12.40.00,stormy,6117,2011-03,France,Tunisia,23.0
TU 0756 ,TUN,MXP,TU 320IMT,2016-04-27 12:30:00,2016-04-27 14.15.00,stormy,8941,2010-01,Tunisia,Italy,29.0
TU 0722 ,TUN,ORY,TU 31BIMQ,2016-04-27 14:30:00,2016-04-27 16.50.00,sunny,7582,2003-02,Tunisia,France,5.0
TU 0724 ,TUN,ORY,TU 320IMW,2016-04-27 18:20:00,2016-04-27 20.40.00,sunny,4086,2004-08,Tunisia,France,44.0
TU 6047 ,TUN,JED,TU 320IMR,2016-04-27 18:55:00,2016-04-27 22.50.00,windy,5351,2003-02,Tunisia,Saudi Arabia,6.0
TU 0634 ,DJE,ORY,TU 31AIMK,2016-04-28 06:05:00,2016-04-28 08.50.00,cloudy,8748,2011-03,Tunisia,France,30.0
TU 0635 ,ORY,DJE,TU 31AIMK,2016-04-28 09:50:00,2016-04-28 12.35.00,sunny,8748,2011-03,France,Tunisia,20.0
TU 0756 ,TUN,MXP,TU 32AIMN,2016-04-28 12:30:00,2016-04-28 14.15.00,windy,7003,2007-05,Tunisia,Italy,20.0
TU 0722 ,TUN,ORY,TU 32AIMI,2016-04-28 13:55:00,2016-04-28 16.20.00,sunny,4533,2009-04,Tunisia,France,25.0
TU 0757 ,MXP,TUN,TU 32AIMN,2016-04-28 15:05:00,2016-04-28 16.55.00,sunny,7003,2007-05,Italy,Tunisia,5.0
TU 0680 ,MIR,MRS,TU 736IOQ,2016-04-28 17:15:00,2016-04-28 19.00.00,stormy,5882,2010-01,Tunisia,France,30.0
TU 0681 ,MRS,MIR,TU 736IOQ,2016-04-28 19:50:00,2016-04-28 21.35.00,cloudy,5882,2010-01,France,Tunisia,10.0
TU 0752 ,TUN,FCO,TU 320IMW,2016-04-29 07:55:00,2016-04-29 09.20.00,foggy,4086,2004-08,Tunisia,Italy,6.0
TU 0719 ,ORY,TUN,TU 32AIMN,2016-04-29 12:40:00,2016-04-29 15.05.00,windy,7003,2007-05,France,Tunisia,7.0
TU 0734 ,DJE,ORY,TU 32AIMF,2016-04-29 13:30:00,2016-04-29 16.10.00,stormy,4501,2003-02,Tunisia,France,17.0
TU 0722 ,TUN,ORY,TU 320IMS,2016-04-29 13:55:00,2016-04-29 16.20.00,rainy,8987,2003-02,Tunisia,France,5.0
TU 0441 ,ORY,MIR,TU 31AIMJ,2016-04-29 14:20:00,2016-04-29 16.55.00,windy,3329,2004-08,France,Tunisia,15.0
TU 0226 ,TUN,BEG,TU 32AIMC,2016-04-29 14:25:00,2016-04-29 16.25.00,stormy,6973,2003-02,Tunisia,Serbia and Montenegro,17.0
TU 0216 ,TUN,IST,TU 32AIMN,2016-04-29 15:55:00,2016-04-29 18.30.00,foggy,7003,2007-05,Tunisia,Turkey,10.0
TU 0724 ,TUN,ORY,TU 32AIML,2016-04-29 18:20:00,2016-04-29 20.40.00,foggy,6767,2010-01,Tunisia,France,5.0
TU 0462 ,MIR,TUN,TU 736IOR,2016-04-30 05:30:00,2016-04-30 07.35.00,sunny,5040,2010-01,Tunisia,Tunisia,12.0
TU 0856 ,TUN,MXP,TU 31BIMO,2016-04-30 08:00:00,2016-04-30 09.45.00,cloudy,9065,2004-08,Tunisia,Italy,8.0
TU 0931 ,MRS,TUN,TU 32AIMC,2016-04-30 08:50:00,2016-04-30 10.25.00,rainy,6973,2003-02,France,Tunisia,20.0
TU 0727 ,CRL,MIR,TU 32AIMF,2016-04-30 09:45:00,2016-04-30 12.25.00,stormy,4501,2003-02,Belguim,Tunisia,14.0
TU 0712 ,CMN,TUN,TU 320IMU,2016-04-30 10:35:00,2016-04-30 13.00.00,stormy,6117,2011-03,Morocco,Tunisia,10.0
TU 0720 ,TUN,ORY,TU 332IFM,2016-04-30 10:50:00,2016-04-30 13.15.00,foggy,4076,2000-05,Tunisia,France,21.0
TU 0719 ,ORY,TUN,TU 32AIML,2016-04-30 12:40:00,2016-04-30 15.05.00,cloudy,6767,2010-01,France,Tunisia,35.0
TU 0998 ,TUN,NCE,TU 32AIMP,2016-04-30 14:15:00,2016-04-30 15.45.00,sunny,7307,2007-05,Tunisia,France,10.0
TU 0851 ,LYS,TUN,TU 320IMT,2016-04-30 16:00:00,2016-04-30 17.55.00,rainy,8941,2010-01,France,Tunisia,38.0
TU 0485 ,ZRH,TUN,TU 736IOQ,2016-04-30 17:05:00,2016-04-30 19.15.00,sunny,5882,2010-01,Switzerland,Tunisia,6.0
TU 5505 ,TUN,MED,TU 320IMW,2016-05-30 01:15:00,2016-05-30 05.15.00,rainy,4086,2004-08,Tunisia,Saudi Arabia,34.0
TU 0462 ,MIR,LYS,TU 736IOL,2016-05-30 05:00:00,2016-05-30 07.05.00,rainy,8499,2003-02,Tunisia,France,30.0
TU 0338 ,TUN,ALG,TU 32AIMI,2016-05-30 07:30:00,2016-05-30 08.50.00,foggy,4533,2009-04,Tunisia,Algeria,15.0
TU 0931 ,MRS,TUN,TU 32AIMM,2016-05-30 08:50:00,2016-05-30 10.25.00,windy,5648,1999-11,France,Tunisia,7.0
TU 0712 ,CMN,TUN,TU 320IMR,2016-05-30 10:35:00,2016-05-30 13.00.00,cloudy,5351,2003-02,Morocco,Tunisia,25.0
TU 0789 ,BRU,TUN,TU 32AIMP,2016-05-30 11:00:00,2016-05-30 13.40.00,windy,7307,2007-05,Belgium,Tunisia,40.0
TU 0246 ,TUN,SXB,TU 32AIML,2016-05-30 13:35:00,2016-05-30 15.55.00,stormy,6767,2010-01,Tunisia,France,43.0
TU 0431 ,LYS,DJE,TU 736IOK,2016-05-30 16:50:00,2016-05-30 19.10.00,rainy,6099,2003-02,France,Tunisia,5.0
TU 0713 ,TUN,JED,TU 320IMW,2016-05-30 18:55:00,2016-05-30 23.10.00,sunny,4086,2004-08,Tunisia,Saudi Arabia,20.0
TU 0714 ,JED,TUN,TU 320IMW,2016-05-31 00:30:00,2016-05-31 05.25.00,stormy,4086,2004-08,Saudi Arabia,Tunisia,15.0
TU 0711 ,TUN,CMN,TU 320IMR,2016-05-31 07:00:00,2016-05-31 09.40.00,foggy,5351,2003-02,Tunisia,Morocco,5.0
TU 0227 ,BEG,TUN,TU 736IOL,2016-05-31 09:15:00,2016-05-31 11.15.00,foggy,8499,2003-02,Serbia and Montenegro,Tunisia,10.0
TU 0216 ,TUN,IST,TU 320IMW,2016-05-31 15:55:00,2016-05-31 18.30.00,windy,4086,2004-08,Tunisia,Turkey,7.0
TU 0283 ,BOD,TUN,TU 736IOL,2016-05-31 17:35:00,2016-05-31 19.45.00,rainy,8499,2003-02,France,Tunisia,10.0
TU 0634 ,DJE,ORY,TU 31AIMK,2016-06-01 06:05:00,2016-06-01 08.50.00,foggy,8748,2011-03,Tunisia,France,10.0
TU 0744 ,TUN,FRA,TU 32AIMP,2016-06-01 07:05:00,2016-06-01 09.40.00,cloudy,7307,2007-05,Tunisia,Germany,4.0
TU 0791 ,LGW,TUN,TU 31BIMO,2016-06-01 10:00:00,2016-06-01 12.40.00,windy,9065,2004-08,United Kingdom,Tunisia,11.0
TU 0753 ,FCO,TUN,TU 320IMS,2016-06-01 10:20:00,2016-06-01 11.35.00,foggy,8987,2003-02,Italy,Tunisia,8.0
TU 0902 ,TUN,MRS,TU 32AIMF,2016-06-01 11:25:00,2016-06-01 13.00.00,foggy,4501,2003-02,Tunisia,France,18.0
TU 0756 ,TUN,MXP,TU 320IMU,2016-06-01 12:30:00,2016-06-01 14.15.00,foggy,6117,2011-03,Tunisia,Italy,3.0
TU 0374 ,TUN,ALG,TU 332IFN,2016-06-01 13:45:00,2016-06-01 15.05.00,foggy,6374,2009-04,Tunisia,Algeria,27.0
TU 0722 ,TUN,ORY,TU 32AIMI,2016-06-01 14:30:00,2016-06-01 16.50.00,sunny,4533,2009-04,Tunisia,France,5.0
TU 6048 ,JED,TUN,TU 320IMV,2016-06-01 23:50:00,2016-06-02 04.50.00,foggy,4301,2004-08,Saudi Arabia,Tunisia,35.0
TU 0813 ,TUN,CAI,TU 31BIMQ,2016-06-02 07:05:00,2016-06-02 10.05.00,stormy,7582,2003-02,Tunisia,Egypt,5.0
TU 0856 ,TUN,MXP,TU 320IMV,2016-06-02 08:00:00,2016-06-02 09.45.00,windy,4301,2004-08,Tunisia,Italy,40.0
TU 0744 ,TUN,FRA,TU 32AIMP,2016-06-02 08:50:00,2016-06-02 11.25.00,foggy,7307,2007-05,Tunisia,Germany,5.0
TU 0717 ,ORY,TUN,TU 32AIMI,2016-06-02 10:15:00,2016-06-02 12.40.00,foggy,4533,2009-04,France,Tunisia,38.0
TU 0515 ,BCN,TUN,TU 32AIML,2016-06-02 10:40:00,2016-06-02 12.15.00,windy,6767,2010-01,Spain,Tunisia,15.0
TU 0722 ,TUN,ORY,TU 332IFM,2016-06-02 13:55:00,2016-06-02 16.20.00,stormy,4076,2000-05,Tunisia,France,34.0
TU 0397 ,TUN,OUA,TU 320IMS,2016-06-02 15:15:00,2016-06-02 19.35.00,windy,8987,2003-02,Tunisia,Burkina Faso,27.0
TU 0735 ,ORY,TOE,TU 736IOR,2016-06-02 18:50:00,2016-06-02 21.30.00,foggy,5040,2010-01,France,Tunisia,10.0
TU 0706 ,CMN,TUN,TU 31BIMQ,2016-06-02 19:35:00,2016-06-02 21.55.00,rainy,7582,2003-02,Morocco,Tunisia,18.0
TU 0398 ,ABJ,TUN,TU 320IMS,2016-06-02 22:40:00,2016-06-03 03.55.00,stormy,8987,2003-02,Cote d'Ivoire,Tunisia,26.0
TU 0499 ,MUC,DJE,TU 736IOR,2016-06-03 07:40:00,2016-06-03 10.15.00,rainy,5040,2010-01,Germany,Tunisia,17.0
TU 0745 ,FRA,TUN,TU 31BIMQ,2016-06-03 10:00:00,2016-06-03 12.25.00,cloudy,7582,2003-02,Germany,Tunisia,20.0
TU 0850 ,TUN,LYS,TU 320IMR,2016-06-03 13:20:00,2016-06-03 15.10.00,rainy,5351,2003-02,Tunisia,France,20.0
TU 0903 ,MRS,TUN,TU 320IMS,2016-06-03 13:50:00,2016-06-03 15.25.00,windy,8987,2003-02,France,Tunisia,23.0
TU 0721 ,ORY,TUN,TU 320IMW,2016-06-03 15:45:00,2016-06-03 18.10.00,rainy,4086,2004-08,France,Tunisia,36.0
TU 0701 ,GVA,TUN,TU 32AIMM,2016-06-03 16:10:00,2016-06-03 18.05.00,foggy,5648,1999-11,Switzerland,Tunisia,26.0
TU 0217 ,IST,TUN,TU 320IMS,2016-06-03 19:35:00,2016-06-03 22.20.00,stormy,8987,2003-02,Turkey,Tunisia,45.0
TU 0634 ,DJE,ORY,TU 31AIMK,2016-06-04 06:05:00,2016-06-04 08.50.00,rainy,8748,2011-03,Tunisia,France,9.0
TU 0602 ,TUN,ZRH,TU 320IMS,2016-06-04 06:10:00,2016-06-04 08.15.00,sunny,8987,2003-02,Tunisia,Switzerland,10.0
TU 0788 ,TUN,BRU,TU 320IMT,2016-06-04 07:30:00,2016-06-04 10.05.00,stormy,8941,2010-01,Tunisia,Belgium,22.0
TU 0727 ,BRU,MIR,TU 32AIMN,2016-06-04 09:45:00,2016-06-04 12.30.00,rainy,7003,2007-05,Belgium,Tunisia,20.0
TU 0712 ,CMN,TUN,TU 320IMV,2016-06-04 10:35:00,2016-06-04 13.00.00,foggy,4301,2004-08,Morocco,Tunisia,10.0
TU 0751 ,LYS,TUN,TU 31BIMO,2016-06-04 10:40:00,2016-06-04 12.35.00,sunny,9065,2004-08,France,Tunisia,20.0
TU 0789 ,BRU,TUN,TU 320IMT,2016-06-04 11:00:00,2016-06-04 13.40.00,windy,8941,2010-01,Belgium,Tunisia,37.0
TU 0902 ,TUN,MRS,TU 32AIMD,2016-06-04 11:25:00,2016-06-04 13.00.00,stormy,4390,2004-08,Tunisia,France,17.0
TU 0734 ,DJE,ORY,TU 31AIMK,2016-06-04 13:30:00,2016-06-04 16.10.00,rainy,8748,2011-03,Tunisia,France,7.0
TU 0813 ,TUN,CAI,TU 32AIML,2016-06-04 14:35:00,2016-06-04 17.35.00,rainy,6767,2010-01,Tunisia,Egypt,13.0
TU 0215 ,IST,TUN,TU 320IMU,2016-06-04 23:25:00,2016-06-05 02.15.00,sunny,6117,2011-03,Turkey,Tunisia,8.0
TU 0790 ,TUN,LHR,TU 32AIMF,2016-06-05 12:50:00,2016-06-05 15.55.00,windy,4501,2003-02,Tunisia,United Kingdom,4.0
TU 0374 ,TUN,ALG,TU 32AIMP,2016-06-05 13:45:00,2016-06-05 15.05.00,cloudy,7307,2007-05,Tunisia,Algeria,14.0
TU 0851 ,LYS,TUN,TU 736IOL,2016-06-05 16:00:00,2016-06-05 17.55.00,cloudy,8499,2003-02,France,Tunisia,25.0
TU 0635 ,ORY,DJE,TU 32AIMN,2016-06-05 16:05:00,2016-06-05 18.50.00,sunny,7003,2007-05,France,Tunisia,18.0
TU 0375 ,ALG,TUN,TU 32AIMP,2016-06-05 16:05:00,2016-06-05 17.15.00,foggy,7307,2007-05,Algeria,Tunisia,20.0
TU 0397 ,TUN,ABJ,TU 320IMU,2016-06-05 16:30:00,2016-06-05 21.50.00,foggy,6117,2011-03,Tunisia,Cote d'Ivoire,36.0
TU 0725 ,ORY,TUN,TU 32AIMP,2016-06-06 06:00:00,2016-06-06 08.25.00,sunny,7307,2007-05,France,Tunisia,36.0
TU 0634 ,DJE,ORY,TU 31AIMK,2016-06-06 06:05:00,2016-06-06 08.50.00,windy,8748,2011-03,Tunisia,France,20.0
TU 0543 ,MUC,TUN,TU 32AIMF,2016-06-06 10:10:00,2016-06-06 12.25.00,stormy,4501,2003-02,Germany,Tunisia,16.0
TU 0756 ,TUN,MXP,TU 320IMW,2016-06-06 12:30:00,2016-06-06 14.15.00,cloudy,4086,2004-08,Tunisia,Italy,13.0
TU 0374 ,TUN,ALG,TU 32AIMM,2016-06-06 13:45:00,2016-06-06 15.05.00,rainy,5648,1999-11,Tunisia,Algeria,21.0
TU 0217 ,IST,TUN,TU 320IMS,2016-06-06 20:10:00,2016-06-06 22.55.00,windy,8987,2003-02,Turkey,Tunisia,4.0
TU 0789 ,BRU,TUN,TU 736IOL,2016-06-07 11:00:00,2016-06-07 13.40.00,windy,8499,2003-02,Belgium,Tunisia,15.0
TU 0720 ,TUN,ORY,TU 320IMT,2016-06-07 12:25:00,2016-06-07 14.45.00,foggy,8941,2010-01,Tunisia,France,5.0
TU 0722 ,TUN,ORY,TU 31BIMO,2016-06-07 13:55:00,2016-06-07 16.20.00,rainy,9065,2004-08,Tunisia,France,11.0
TU 0902 ,TUN,MRS,TU 736IOL,2016-06-07 14:20:00,2016-06-07 15.55.00,sunny,8499,2003-02,Tunisia,France,26.0
TU 0791 ,LHR,TUN,TU 32AIMM,2016-06-07 16:55:00,2016-06-07 19.55.00,stormy,5648,1999-11,United Kingdom,Tunisia,25.0
TU 0723 ,ORY,TUN,TU 31BIMO,2016-06-07 17:10:00,2016-06-07 19.40.00,rainy,9065,2004-08,France,Tunisia,5.0
TU 0396 ,BKO,DKR,TU 320IMS,2016-06-07 20:55:00,2016-06-07 22.35.00,rainy,8987,2003-02,Mali,Senegal,25.0
TU 0527 ,DUS,TUN,TU 736ION,2016-06-08 10:00:00,2016-06-08 12.40.00,foggy,4293,2011-03,Germany,Tunisia,9.0
TU 0395 ,TUN,BKO,TU 320IMT,2016-06-09 15:20:00,2016-06-09 20.05.00,stormy,8941,2010-01,Tunisia,Mali,16.0
TU 0398 ,OUA,TUN,TU 320IMS,2016-06-09 23:40:00,2016-06-10 03.55.00,sunny,8987,2003-02,Burkina Faso,Tunisia,25.0
TU 0635 ,ORY,DJE,TU 31AIMJ,2016-06-10 09:50:00,2016-06-10 12.35.00,rainy,3329,2004-08,France,Tunisia,10.0
TU 0539 ,DUS,TUN,TU 32AIMG,2016-06-10 11:50:00,2016-06-10 14.30.00,rainy,5467,2004-08,Germany,Tunisia,5.0
TU 0722 ,TUN,ORY,TU 32AIMI,2016-06-10 13:55:00,2016-06-10 16.20.00,sunny,4533,2009-04,Tunisia,France,6.0
TU 4751 ,VIE,DJE,TU 736IOR,2016-06-11 09:10:00,2016-06-11 11.45.00,cloudy,5040,2010-01,Austria,Tunisia,23.0
TU 0720 ,TUN,ORY,TU 32AIMP,2016-06-11 10:50:00,2016-06-11 13.15.00,sunny,7307,2007-05,Tunisia,France,5.0
TU 0902 ,TUN,MRS,TU 32AIMI,2016-06-11 11:25:00,2016-06-11 13.00.00,foggy,4533,2009-04,Tunisia,France,5.0
TU 0484 ,TUN,ZRH,TU 736IOK,2016-06-11 14:10:00,2016-06-11 16.15.00,stormy,6099,2003-02,Tunisia,Switzerland,4.0
TU 0713 ,TUN,JED,TU 332IFN,2016-06-11 18:55:00,2016-06-11 23.10.00,sunny,6374,2009-04,Tunisia,Saudi Arabia,8.0
TU 0209 ,NTE,TUN,TU 736IOL,2016-06-12 10:10:00,2016-06-12 12.25.00,windy,8499,2003-02,France,Tunisia,18.0
TU 8539 ,OPO,LIS,TU 736IOK,2016-06-12 10:15:00,2016-06-12 11.15.00,foggy,6099,2003-02,Portugal,Portugal,47.0
TU 0515 ,BCN,TUN,TU 320IMU,2016-06-12 10:40:00,2016-06-12 12.15.00,cloudy,6117,2011-03,Spain,Tunisia,6.0
TU 0472 ,TUN,VCE,TU 320IMR,2016-06-12 13:15:00,2016-06-12 15.00.00,foggy,5351,2003-02,Tunisia,Italy,7.0
